,text,truthVals
7542,"""Farouk is on fire.""",1.0
7543,McCain opposed the border fence.,0.2
7544,"The health care law is ""the largest tax [increase] in the history of our country""",0.2
7545,"Says that in his first two years, ""Wisconsin has seen its best two-year job growth in a decade.""",0.2
7546,"""It is unusual"" for a White House official like former National Security Adviser Susan Rice to make unmasking requests.",0.2
7547,"""Joe Sestak ... even wants to bring back the death tax, letting the IRS take half of your savings when you die.""",0.4
7548,"""Tens of thousands of fraudulent Clinton votes found in Ohio warehouse.""",0.0
7549,"A study ranked Florida ""No. 1 in government corruption"" under Gov. Rick Scott.",0.2
7550,"""One of the other inaccuracies ... is that we have raised taxes multiple times and run up the budget. Absolutely not true. One tax increase since I’ve been in office. It was a quarter mill tax in the unincorporated area only.""",0.2
7551,"""Sen. McCain would occupy Iraq indefinitely, against their wishes.""",0.2
7552,"Banks paid Hillary Clinton ""over $1 million and are contributing millions more to elect her.""",0.6
7553,"""Gov. Romney cut off kosher meals for Jewish senior citizens who were on Medicaid to save $5 a day.""",0.4
7554,"Says economists Harvey Rosen and Martin Feldstein have said that ""paying for (Mitt) Romney’s tax cuts would require large tax increases on families making between $100,000 and $200,000.""",0.4
7555,"""When these [undocumented] students graduate from college, they're still illegal aliens. They cannot get a job.""",1.0
7556,"My support from young voters -- those 18 to 24 --  in November 2014 was ""largely unheard of for a Republican.""",0.6
7557,"Poor people go to a ""payday lender...and they pay 300, 400, 500 percent interest.""",1.0
7558,"Says ""Ron Johnson calls Social Security a Ponzi scheme and wants to privatize the program.""",0.6
7559,"Says a man in Ferguson, Mo., was photographed holding a sign that said, ""No mother should have to fear for her son's life every time he robs a store.""",0.0
7560,"""I don't describe your plan as amnesty in my ad. I don't call it amnesty.""",0.0
7561,"""President Obama campaigned on a promise to put reproductive health care at the center of his reform plan.""",1.0
7562,"Commerce Secretary nominee John Bryson ""appears to endorse world government.""",0.2
7563,"""Michelle Nunn’s own plan says she funded organizations linked to terrorists.""",0.0
7564,"""Part of his ride was to warn the British that were already there that, 'Hey, you're not going to succeed.' """,0.4
7565,"Like me, Scott Walker opposed the 1998 transportation bill and the $9 billion of wasteful spending.",0.2
7566,"Says it’s a ""statistical reality that most single moms are very poor, under-educated, can't get a job, and if it weren't for government assistance, their kids would be starving to death.""",0.4
7567,"Historically, the Social Security tax has been assessed on about 90% of U.S. income. Now it captures 83% because there's been such a growth of income among the highest earners.",0.4
7568,"Hillary Clinton ""agrees with (John McCain) in embracing the Bush-Cheney policy of not talking to leaders we don't like.""",0.4
7569,"Says EPA regulation of greenhouse gases will endanger 575 Texas dairy facilities, 58 swine operations, 1,300 corn farms and 28,000 beef cattle operations.",0.2
7570,"""And the revenue generated by drilling off Virginia’s coast? $40 million over 10 years.""",0.4
7571,"On allowing abortion in cases of rape or incest, ""I have never said that or advocated that.""",0.4
7572,"Newt Gingrich’s immigration plan offers ""a new doorway to amnesty.""",0.8
7573,"""We are living with a legacy of deficit-spending that began almost a decade ago.""",0.6
7574,"The Benghazi probe is ""the longest-running congressional investigation ever.""",0.2
7575,"Says Hillary Clinton is proposing ""destroying Medicare for seniors.""",0.2
7576,"More than 10 years of free trade ""has brought a $2 billion per day trade deficit.""",0.8
7577,"The incandescent light bulb ""has no effect whatever on the planet.""",0.2
7578,"[Chicago is the] only city in the United States, you get a B average in high school, community college is free.",0.6
7579,"The U.S. spends $4 billion on research and development for energy, while spending $350 billion on oil from foreign countries, ""many of whom are our enemies.""",0.6
7580,"""We have 10,000 baby boomers retiring every day.""",1.0
7581,"Obama said troops ""whine about bearing the costs"" of going to war.",0.0
7582,"""The average person who gets the minimum wage in America is 35 years old.""",0.4
7583,"""We import more oil today than ever before.""",0.2
7584,"""One industry in America has increased its employment base in the last four years by 176,000 people: the United States government.""",1.0
7585,"""Most young Americans right now, they’re not covered"" by health insurance.",0.2
7586,"""The largest enterprise in the world is the federal government of the United States of America""",0.6
7587,The transportation sales tax would cost the average consumer an estimated $112 a year.,0.8
7588,"The United States is ""the oldest democracy"" in the world.",1.0
7589,"Says Donald Trump made a lot of money from outsourcing jobs thanks to NAFTA ""but never, ever raised his voice against it when Congress was considering it.""",0.4
7590,"""In the last 50 years, (the federal government has) only balanced the budget five times.""",1.0
7591,"""In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.""",1.0
7592,Women are paid 77 cents for every $1 men get for the same work.,0.4
7593,"""Last year,"" Obama ""administration officials released into our neighborhoods more than 36,000 criminal immigrants who had nearly 88,000 convictions. The crimes included hundreds of convictions for murder, rape and kidnapping and thousands of drug-related crimes.""",0.6
7594,"""13 percent of Americans, the lowest ever, are without health care.""",0.6
7595,"""Individuals with mental illnesses die an average of 25 years earlier than those without a mental illness.""",1.0
7596,"""(New Jersey Network) is the only news station which covers New Jersey government.""",0.2
7597,"""We have about six school districts that are in school 140 to 150 days this year.""",0.8
7598,"""I’m the only candidate for Milwaukee County executive that has voted against increasing government pensions.""",1.0
7599,"Says ""Detroit dumping a bunch of sewage"" in Lake Erie ""causes big problems"" for Ohio.",0.6
7600,"Says Rob Portman was a registered foreign agent whose ""client was Haiti, at a time when the Baby Doc, Duvalier, who was a despot, was killing people.""",0.4
7601,"A precinct in the Allen West-Patrick Murphy recount has ""7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!""",0.2
7602,"""The president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place -- putting in place a new rocket design and then trying to underfund the effort...""",0.8
7603,"Federal prosecutions for lying on background checks to buy guns are ""down 40 percent"" under President Barack Obama.",0.6
7604,"""Due to ... tax cuts and lower (property) values, 2009 property taxes were almost $3 billion below 2007 property taxes.""",1.0
7605,"""For every one ESD superintendent position, we can pay for three speech pathologists, or three special needs instructors, or three classroom teachers.""",0.2
7606,"""Obamacare will mean 2.1 million fewer jobs by 2021.""",0.6
7607,"Since 2007, ""Texas has gained 440,000 people"" while ""Maryland has lost 20,000.""",0.6
7608,"""George LeMieux voted against the majority of Republicans and joined with Democrats to create a 'Task Force For Responsible Fiscal Action' that looks strikingly similar to the 'Super Committee' now being set up in Washington to justify massive tax hikes.""",0.6
7609,"For the first time in U.S. history, a personal inaction will be deemed unlawful -- not purchasing a health-insurance plan",0.2
7610,"""Our children do not spend any time in school learning about our own U.S. Constitution.""",0.0
7611,"Says Donald Trump ""has supported a Canadian-style universal health care system.""",1.0
